,Job Profile,Company,AvgSalary,MinSalary,MaxSalary,MinExperience,MaxExperience
0,System Engineer,tcs,594125,2.0,11.2,0.0,10.0
1,IT Analyst,tcs,905500,3.4,20.5,3.0,11.0
2,AST Consultant,tcs,1459521,4.0,29.8,6.0,15.0
3,Assistant System Engineer,tcs,395563,2.5,5.9,0.0,4.0
4,Associate Consultant,tcs,1813704,3.8,34.2,4.0,21.0
5,Senior Process Associate,tcs,440285,1.4,7.9,0.0,11.0
6,Software Engineer,tcs,631603,2.0,14.5,0.0,8.0
7,Process Associate,tcs,318501,1.0,5.5,0.0,9.0
8,Software Developer,tcs,656037,1.9,14.9,0.0,9.0
9,System Engineer Hardware,tcs,675504,2.5,12.5,0.0,6.0
10,Application Development Analyst,accenture,817107,3.0,15.5,0.0,6.0
11,Application Development - Senior Analyst,accenture,1232730,3.5,19.9,2.0,9.0
12,Senior Software Engineer,accenture,1237733,2.6,28.0,2.0,10.0
13,Team Lead,accenture,1481563,3.3070448732852826,12.01799581492676,4.0,14.0
14,Software Engineer,accenture,683481,2.7,16.5,0.0,6.0
15,Transaction Processing Associate,accenture,376627,3.3070448732852826,12.01799581492676,0.0,8.0
16,Senior Analyst,accenture,1095852,3.3070448732852826,12.01799581492676,1.0,12.0
17,Associate Software Engineer,accenture,488765,1.0,8.2,0.0,4.0
18,Application Development Team Lead,accenture,1788527,6.1,27.5,4.0,12.0
19,Application Development Associate,accenture,468775,2.6,8.0,0.0,3.0
20,Programmer Analyst,cognizant,570821,2.5,9.7,0.0,6.0
21,Senior Associate,cognizant,1510127,2.1,30.2,3.0,15.0
22,Senior Processing Executive,cognizant,405068,3.3070448732852826,12.01799581492676,0.0,8.0
23,Project Associate,cognizant,1093483,1.0,22.0,1.0,8.0
24,Technical Lead,cognizant,1287353,3.5,30.0,1.0,15.0
25,Processing Executive,cognizant,262336,3.3070448732852826,12.01799581492676,0.0,3.0
26,Software Engineer,cognizant,813561,1.7,21.0,0.0,7.0
27,Senior Systems Engineer,cognizant,562229,1.0,11.0,0.0,8.0
28,Programmer Analyst Trainee,cognizant,414426,2.5,7.0,0.0,1.0
29,Project Manager,cognizant,2302177,8.7,36.0,8.0,20.0
30,Project Engineer,wipro,566426,1.1,11.1,0.0,7.0
31,Senior Project Engineer,wipro,1016834,3.2,27.0,1.0,10.0
32,Senior Software Engineer,wipro,1196016,3.3070448732852826,12.01799581492676,2.0,10.0
33,Senior Associate,wipro,322379,3.3070448732852826,12.01799581492676,0.0,8.0
34,Technical Lead,wipro,1776351,4.4,33.0,4.0,16.0
35,Software Engineer,wipro,662508,1.7,23.0,0.0,6.0
36,Associate Consultant,wipro,1155938,1.7,33.4,0.0,12.0
37,Senior Test Engineer,wipro,1087209,2.3,24.6,3.0,11.0
38,Senior Administrator,wipro,947103,2.0,24.8,3.0,12.0
39,Software Developer,wipro,723660,1.8,21.0,0.0,7.0
40,Deputy Manager,icici-bank,568297,2.2,10.2,0.0,15.0
41,Relationship Manager,icici-bank,698709,3.3070448732852826,12.01799581492676,0.0,17.0
42,Senior Officer,icici-bank,291841,1.3,6.0,0.0,8.0
43,Deputy Branch Manager,icici-bank,652385,1.5,14.0,1.0,15.0
44,Branch Manager,icici-bank,1083915,3.2,26.0,3.0,21.0
45,Sales Officer,icici-bank,255504,3.3070448732852826,12.01799581492676,0.0,8.0
46,Credit Manager,icici-bank,876623,3.3070448732852826,12.01799581492676,0.0,9.0
47,Phone Banking Officer,icici-bank,295272,3.3070448732852826,12.01799581492676,0.0,7.0
48,Customer Service Officer,icici-bank,295581,1.2,5.0,0.0,7.0
49,Sales Executive,icici-bank,243448,3.3070448732852826,12.01799581492676,0.0,8.0
50,Deputy Manager,hdfc-bank,546714,2.0,10.0,0.0,13.0
51,Sales Officer,hdfc-bank,250857,3.3070448732852826,12.01799581492676,0.0,10.0
52,Relationship Manager,hdfc-bank,661811,1.4,18.9,0.0,15.0
53,Sales Executive,hdfc-bank,239960,3.3070448732852826,12.01799581492676,0.0,8.0
54,Sales Manager,hdfc-bank,687078,1.0,13.0,0.0,16.0
55,Personal Banker,hdfc-bank,478094,3.3070448732852826,12.01799581492676,0.0,10.0
56,Branch Manager,hdfc-bank,1331116,3.5,33.0,5.0,22.0
57,Credit Manager,hdfc-bank,769287,1.0,20.0,0.0,12.0
58,Branch Sales Officer,hdfc-bank,252629,3.3070448732852826,12.01799581492676,0.0,7.0
59,DPT.Manager,hdfc-bank,512455,2.5,7.5,1.0,12.0
60,Technology Analyst,infosys,708817,3.2,16.0,1.0,9.0
61,Senior Systems Engineer,infosys,482658,2.5,8.1,0.0,6.0
62,System Engineer,infosys,392443,2.4,5.6,0.0,4.0
63,Tech Lead,infosys,1209965,5.6,25.0,3.0,15.0
64,Senior Associate Consultant,infosys,1055970,4.0,18.5,1.0,9.0
65,Test Analyst,infosys,718535,1.8,15.0,1.0,9.0
66,Associate Consultant,infosys,916702,3.0,15.0,0.0,6.0
67,Test Engineer,infosys,456033,2.4,7.7,0.0,6.0
68,Senior Consultant,infosys,1747317,7.0,29.1,4.0,17.0
69,System Engineer Hardware,infosys,391668,2.8,5.7,0.0,4.0
70,Associate Consultant,capgemini,637619,2.5,11.9,0.0,7.0
71,Senior Consultant,capgemini,1456736,2.4,27.5,2.0,14.0
72,Senior Software Engineer,capgemini,920029,1.8,16.0,0.0,11.0
73,Senior Analyst,capgemini,488532,1.0,8.6,0.0,5.0
74,Software Engineer,capgemini,559760,1.7,10.6,0.0,7.0
75,Process Associate,capgemini,326521,1.3,6.5,0.0,7.0
76,Senior Associate,capgemini,436176,1.3,9.5,0.0,10.0
77,Process Leader,capgemini,632038,2.0,12.0,1.0,13.0
78,Analyst,capgemini,402950,3.3070448732852826,12.01799581492676,0.0,3.0
79,Software Developer,capgemini,742595,2.0,18.5,0.0,7.0
80,Software Engineer,tech-mahindra,654510,1.7,15.5,0.0,8.0
81,Senior Software Engineer,tech-mahindra,1164536,3.3070448732852826,12.01799581492676,2.0,11.0
82,Technical Lead,tech-mahindra,1797590,4.4,34.0,5.0,16.0
83,Software Developer,tech-mahindra,728773,2.0,20.0,1.0,7.0
84,Associate Software Engineer,tech-mahindra,449751,1.7,9.6,0.0,6.0
85,Softwaretest Engineer,tech-mahindra,553291,1.8,12.0,1.0,6.0
86,Team Lead,tech-mahindra,983362,3.3070448732852826,12.01799581492676,1.0,16.0
87,Customer Service Associate,tech-mahindra,258081,3.3070448732852826,12.01799581492676,0.0,9.0
88,Customer Care Executive,tech-mahindra,248876,3.3070448732852826,12.01799581492676,0.0,8.0
89,Devops Engineer,tech-mahindra,714189,1.2,17.0,1.0,7.0
90,Process Developer,genpact,405410,3.3070448732852826,12.01799581492676,0.0,9.0
91,Process Associate,genpact,314026,3.3070448732852826,12.01799581492676,0.0,6.0
92,Management Trainee,genpact,575407,1.7,9.1,0.0,13.0
93,Senior Process Associate,genpact,321092,1.2,7.5,1.0,8.0
94,Business Analyst,genpact,715534,2.5,15.0,0.0,11.0
95,Senior Associate,genpact,458705,1.4,9.0,0.0,7.0
96,Lead Consultant,genpact,1720564,5.2,31.0,3.0,13.0
97,Operations Manager,genpact,1136896,4.8,18.0,8.0,18.0
98,Technical Associate,genpact,479893,1.5,8.4,0.0,8.0
99,Assistant Vice President,genpact,3289153,13.0,53.0,10.0,22.0
100,Deputy Manager,hcltech,554489,2.3,10.3,0.0,12.0
101,Sales Officer,hcltech,248975,1.1,4.3,0.0,8.0
102,Relationship Officer,hcltech,249834,3.3070448732852826,12.01799581492676,0.0,9.0
103,Sales Manager,hcltech,674547,1.1,15.5,0.0,16.0
104,Assistant Vice President,hcltech,2293521,6.5,43.0,6.0,24.0
105,Relationship Manager,hcltech,659924,3.3070448732852826,12.01799581492676,0.0,15.0
106,Business Development Executive,hcltech,220486,3.3070448732852826,12.01799581492676,0.0,6.0
107,Branch Head,hcltech,1488266,4.0,29.0,9.0,23.0
108,Sales Executive,hcltech,243825,3.3070448732852826,12.01799581492676,0.0,7.0
109,Customer Service Officer,hcltech,369407,1.4,6.7,0.0,8.0
110,Customer Service Executive,axis-bank,305918,3.3070448732852826,12.01799581492676,0.0,7.0
111,Customer Care Executive,axis-bank,286237,3.3070448732852826,12.01799581492676,0.0,8.0
112,Technical Support Engineer,axis-bank,437290,1.5,9.0,0.0,7.0
113,Senior Advisor,axis-bank,382094,1.5,7.7,0.0,7.0
114,Senior Representative,axis-bank,381905,1.5,6.0,0.0,7.0
115,Senior Associate,axis-bank,359659,1.3,6.5,0.0,8.0
116,Operations Representative,axis-bank,308092,1.1,6.0,0.0,7.0
117,SME,axis-bank,482437,1.2,10.5,1.0,10.0
118,Customer Service Associate,axis-bank,318502,3.3070448732852826,12.01799581492676,0.0,10.0
119,Customer Support Executive,axis-bank,296999,3.3070448732852826,12.01799581492676,0.0,6.0
120,Application Developer,concentrix-corporation,1255693,1.8,36.0,0.0,11.0
121,Software Engineer,concentrix-corporation,816147,1.6,29.0,0.0,8.0
122,Senior Systems Engineer,concentrix-corporation,1164402,1.0,25.5,1.0,12.0
123,Advisory System Analyst,concentrix-corporation,1581518,5.0,27.0,4.0,12.0
124,Senior Software Engineer,concentrix-corporation,1449989,3.5,43.0,2.0,12.0
125,Software Developer,concentrix-corporation,1128370,1.3,36.0,0.0,9.0
126,Associate Systems Engineer,concentrix-corporation,699417,2.2,13.5,0.0,9.0
127,System Engineer,concentrix-corporation,752071,2.0,21.9,0.0,8.0
128,Technical Service Specialist,concentrix-corporation,1063535,3.0,20.0,3.0,15.0
129,Devops Engineer,concentrix-corporation,916465,2.5,22.5,1.0,8.0
130,Customer Service Associate,ibm,345816,3.3070448732852826,12.01799581492676,0.0,8.0
131,Transaction Risk Investigator,ibm,407302,2.0,7.0,0.0,7.0
132,Customer Service Executive,ibm,342240,1.0,7.0,0.0,8.0
133,Senior Associate,ibm,558368,1.5,9.5,0.0,9.0
134,Process Associate,ibm,306261,1.0,5.1,0.0,6.0
135,Quality Specialist,ibm,440749,2.7,7.3,0.0,6.0
136,HR Assistant,ibm,449848,1.2,6.7,0.0,7.0
137,Program Manager,ibm,2204355,5.0,51.0,0.0,15.0
138,Seller Support Associate,ibm,401873,1.7,5.8,0.0,7.0
139,Catalog Associate,ibm,345356,1.8,6.6,0.0,6.0
140,Deputy Manager,amazon,782063,1.9,15.2,0.0,19.0
141,Jio Point Manager,amazon,301494,1.8,4.5,0.0,12.0
142,Sales Executive,amazon,262888,3.3070448732852826,12.01799581492676,0.0,12.0
143,Network Engineer,amazon,419150,1.5,8.5,0.0,10.0
144,Fiber Engineer,amazon,282680,1.0,6.5,0.0,8.0
145,Deputy General Manager,amazon,2948707,12.0,47.5,11.0,24.0
146,Team Lead,amazon,421085,1.2,12.0,0.0,13.0
147,Sales Manager,amazon,557364,1.1,15.0,2.0,15.0
148,Mobility Sales Lead,amazon,955370,5.4,13.1,8.0,17.0
149,Senior Sales Executive,amazon,323933,1.8,5.2,1.0,9.0
150,Sales Executive,reliance-jio,233718,3.3070448732852826,12.01799581492676,0.0,8.0
151,Senior Sales Officer,reliance-jio,233105,3.3070448732852826,12.01799581492676,0.0,10.0
152,Sales Officer,reliance-jio,213703,3.3070448732852826,12.01799581492676,0.0,8.0
153,Sales Manager,reliance-jio,363786,3.3070448732852826,12.01799581492676,0.0,14.0
154,Junior Officer,reliance-jio,227368,3.3070448732852826,12.01799581492676,0.0,7.0
155,Credit Relationship Manager,reliance-jio,340348,1.8,5.2,0.0,11.0
156,Relationship Officer,reliance-jio,237192,1.0,6.4,0.0,6.0
157,Relationship Manager,reliance-jio,301883,3.3070448732852826,12.01799581492676,0.0,8.0
158,Senior Sales Executive,reliance-jio,238823,1.1,4.8,0.0,9.0
159,Branch Credit Manager,reliance-jio,497617,2.0,7.8,0.0,13.0
160,Store Manager,larsen-&-toubro-limited,536964,1.9,12.0,0.0,18.0
161,Department Manager,larsen-&-toubro-limited,375835,1.4,6.3,0.0,15.0
162,Sales Officer,larsen-&-toubro-limited,327875,1.3,5.1,0.0,12.0
163,Deputy Manager,larsen-&-toubro-limited,780775,2.2,17.0,0.0,19.0
164,Team Lead,larsen-&-toubro-limited,360267,3.3070448732852826,12.01799581492676,0.0,13.0
165,Retail Store Manager,larsen-&-toubro-limited,526771,1.4,15.0,1.0,16.0
166,Assistant Store Manager,larsen-&-toubro-limited,492857,1.3,9.5,0.0,17.0
167,Sales Executive,larsen-&-toubro-limited,270983,3.3070448732852826,12.01799581492676,0.0,11.0
168,Customer Service Associate,larsen-&-toubro-limited,183509,3.3070448732852826,12.01799581492676,0.0,7.0
169,Supervisor,larsen-&-toubro-limited,268449,3.3070448732852826,12.01799581492676,0.0,9.0
170,Customer Care Executive,hdb-financial-services,289648,3.3070448732852826,12.01799581492676,0.0,10.0
171,Customer Service Associate,hdb-financial-services,255364,3.3070448732852826,12.01799581492676,0.0,8.0
172,Customer Service Executive,hdb-financial-services,285644,3.3070448732852826,12.01799581492676,0.0,9.0
173,Senior Customer Service Executive,hdb-financial-services,308848,3.3070448732852826,12.01799581492676,0.0,9.0
174,Quality Analyst,hdb-financial-services,347419,3.3070448732852826,12.01799581492676,0.0,9.0
175,Team Lead,hdb-financial-services,456232,1.1,12.0,0.0,13.0
176,Technical Support Executive,hdb-financial-services,358426,3.3070448732852826,12.01799581492676,0.0,9.0
177,Customer Support Executive,hdb-financial-services,285124,3.3070448732852826,12.01799581492676,0.0,7.0
178,Team Lead Operations,hdb-financial-services,419130,1.4,9.5,1.0,12.0
179,Analyst,hdb-financial-services,264628,1.0,4.8,0.0,7.0
180,Deputy Manager,reliance-retail,1396799,5.3,22.0,3.0,15.0
181,Territory Sales Manager,reliance-retail,660172,3.3070448732852826,12.01799581492676,0.0,13.0
182,Assistant General Manager,reliance-retail,1707222,4.4,35.6,5.0,22.0
183,Sales Executive,reliance-retail,260968,3.3070448732852826,12.01799581492676,0.0,10.0
184,Customer Care Executive,reliance-retail,270103,3.3070448732852826,12.01799581492676,0.0,10.0
185,Team Lead,reliance-retail,372428,3.3070448732852826,12.01799581492676,0.0,12.0
186,Customer Service Executive,reliance-retail,263311,3.3070448732852826,12.01799581492676,0.0,10.0
187,Area Sales Manager,reliance-retail,1330317,3.6,20.0,8.0,17.0
188,Territory Sales Executive,reliance-retail,390752,1.6,5.2,0.0,9.0
189,General Manager,reliance-retail,3619118,12.0,76.0,10.0,25.0
190,Senior Consultant,teleperformance,2382877,4.0,40.0,2.0,15.0
191,Analyst,teleperformance,805999,1.8,14.5,0.0,6.0
192,Senior Analyst,teleperformance,1053970,2.2,29.0,0.0,11.0
193,Business Technology Analyst,teleperformance,887454,3.5,15.0,0.0,5.0
194,Deputy Manager,teleperformance,1769394,6.0,28.2,0.0,13.0
195,Tax Consultant,teleperformance,700527,2.0,12.0,0.0,4.0
196,Associate Analyst,teleperformance,440382,2.1,6.8,0.0,3.0
197,Business Analyst,teleperformance,1027768,3.4,19.2,0.0,7.0
198,Senior Audit Assistant,teleperformance,1110553,4.9,16.0,0.0,5.0
199,Solution Advisor,teleperformance,1540021,5.1,24.0,1.0,8.0
200,Deputy Manager,vodafone-idea,473063,1.5,8.5,0.0,11.0
201,Relationship Manager,vodafone-idea,530820,1.5,13.5,0.0,11.0
202,Brach Operation Manager,vodafone-idea,695522,3.0,10.6,3.0,15.0
203,Branch Manager,vodafone-idea,1344058,4.0,22.3,6.0,20.0
204,Assistant Acquisition Manager,vodafone-idea,278865,1.1,4.0,0.0,5.0
205,Chief Manager,vodafone-idea,1802487,6.6,32.4,4.0,20.0
206,Relationship Officer,vodafone-idea,407601,1.9,6.5,0.0,7.0
207,Service Officer,vodafone-idea,304754,1.5,4.2,0.0,7.0
208,Sales Executive,vodafone-idea,259145,3.3070448732852826,12.01799581492676,0.0,7.0
209,Credit Manager,vodafone-idea,787066,1.7,12.7,0.0,10.0
210,Field Executive,deloitte,572530,1.1,11.0,0.0,13.0
211,Deputy Manager,deloitte,819082,3.7,16.5,2.0,17.0
212,Sales Officer,deloitte,319756,1.5,5.0,0.0,10.0
213,Mechanical Engineer,deloitte,520631,3.3070448732852826,12.01799581492676,1.0,10.0
214,Mechanical Maintenance Engineer,deloitte,763323,1.4,16.0,1.0,12.0
215,Shift Engineer,deloitte,777460,3.2,12.7,1.0,10.0
216,Store Manager,deloitte,487579,1.5,12.0,0.0,14.0
217,Sales Executive,deloitte,250136,3.3070448732852826,12.01799581492676,0.0,7.0
218,Maintenance Engineer,deloitte,638722,3.3070448732852826,12.01799581492676,0.0,10.0
219,Electrical Engineer,deloitte,587286,1.0,14.5,1.0,14.0
220,Territory Sales Manager,kotak-mahindra-bank,566164,2.5,10.2,1.0,14.0
221,Sales Executive,kotak-mahindra-bank,241038,3.3070448732852826,12.01799581492676,0.0,9.0
222,Customer Relation Officer,kotak-mahindra-bank,271284,3.3070448732852826,12.01799581492676,0.0,8.0
223,Network Engineer,kotak-mahindra-bank,373619,1.5,6.5,0.0,8.0
224,Store Manager,kotak-mahindra-bank,485568,1.0,8.4,0.0,12.0
225,Team Lead,kotak-mahindra-bank,349519,3.3070448732852826,12.01799581492676,0.0,12.0
226,Accounts Manager,kotak-mahindra-bank,485606,2.5,10.0,0.0,11.0
227,Retail Store Manager,kotak-mahindra-bank,502001,1.5,8.0,2.0,12.0
228,Zonal Sales Manager,kotak-mahindra-bank,1424206,6.0,30.0,7.0,16.0
229,NOC Engineer,kotak-mahindra-bank,361093,2.0,6.0,0.0,8.0
230,Sales Executive,byju's,224904,3.3070448732852826,12.01799581492676,0.0,8.0
231,Deputy General Manager,byju's,3077109,13.0,49.2,10.0,25.0
232,Diploma Trainee Engineer,byju's,215494,3.3070448732852826,12.01799581492676,0.0,5.0
233,Team Lead,byju's,408845,1.0,14.0,0.0,12.0
234,Trainee,byju's,182628,3.3070448732852826,12.01799581492676,0.0,5.0
235,Quality Engineer,byju's,263946,1.0,4.8,0.0,6.0
236,Supervisor,byju's,262501,3.3070448732852826,12.01799581492676,0.0,7.0
237,Service Advisor,byju's,265979,3.3070448732852826,12.01799581492676,0.0,8.0
238,Territory Sales Manager,byju's,1572033,5.1,24.5,4.0,14.0
239,ITI Fitter,byju's,155683,3.3070448732852826,12.01799581492676,0.0,5.0
240,Data Entry Operator,reliance-industries,227269,3.3070448732852826,12.01799581492676,0.0,6.0
241,Team Lead,reliance-industries,496509,1.0,14.0,0.0,11.0
242,Operations Executive,reliance-industries,397447,3.3070448732852826,12.01799581492676,0.0,8.0
243,Team Lead Operations,reliance-industries,477448,1.6,10.7,0.0,12.0
244,HUB Incharge,reliance-industries,568379,2.4,8.6,0.0,14.0
245,Senior Executive Operations,reliance-industries,538870,1.8,8.6,0.0,9.0
246,Delivery Boy,reliance-industries,262742,3.3070448732852826,12.01799581492676,0.0,20.0
247,Business Development Executive,reliance-industries,432612,2.0,6.1,0.0,7.0
248,Senior Assistant,reliance-industries,148737,3.3070448732852826,12.01799581492676,0.0,4.0
249,Supervisor,reliance-industries,261012,3.3070448732852826,12.01799581492676,0.0,7.0
250,Senior Associate,bharti-airtel,416925,3.3070448732852826,12.01799581492676,0.0,9.0
251,Senior Associate Operations,bharti-airtel,400067,3.3070448732852826,12.01799581492676,0.0,9.0
252,Associate Lead,bharti-airtel,624319,2.5,14.1,2.0,13.0
253,Operations Associate,bharti-airtel,289814,3.3070448732852826,12.01799581492676,0.0,5.0
254,Deputy Manager,bharti-airtel,1343716,5.3,26.0,4.0,18.0
255,Analyst,bharti-airtel,634281,2.0,13.3,0.0,11.0
256,Group Manager,bharti-airtel,2001566,5.0,39.5,7.0,20.0
257,Senior Analyst,bharti-airtel,694819,2.0,18.0,1.0,12.0
258,Process Associate,bharti-airtel,277738,3.3070448732852826,12.01799581492676,0.0,4.0
259,Team Lead,bharti-airtel,588355,2.5,11.2,3.0,12.0
260,Deputy Manager,tata-motors,435211,1.1,8.1,0.0,12.0
261,Business Development Manager,tata-motors,341371,1.7,5.0,0.0,8.0
262,Service Delivery Manager,tata-motors,422252,1.8,6.0,0.0,9.0
263,Branch Manager,tata-motors,1139780,3.0,27.0,5.0,21.0
264,Relationship Manager,tata-motors,683974,1.7,20.0,0.0,15.0
265,Deputy Branch Manager,tata-motors,773460,2.4,12.6,3.0,17.0
266,Chief Manager,tata-motors,981475,4.9,16.5,0.0,20.0
267,Area Sales Manager,tata-motors,985304,3.5,15.7,5.0,17.0
268,Acquisition Manager,tata-motors,265735,1.6,3.9,0.0,7.0
269,Key Account Manager,tata-motors,538859,2.3,7.5,1.0,10.0
270,Associate Professional Software Engineer,flipkart,464998,3.0,7.0,0.0,3.0
271,Software Engineer,flipkart,676812,2.4,14.2,0.0,7.0
272,Associate Professional,flipkart,474306,1.8,7.2,0.0,10.0
273,Professional 1,flipkart,721472,2.8,13.9,1.0,12.0
274,Software Developer,flipkart,639437,2.5,14.0,0.0,6.0
275,Professional 1 Product Developer,flipkart,863267,3.8,14.0,2.0,7.0
276,Business Analyst,flipkart,1077691,2.0,26.0,1.0,14.0
277,Senior Software Engineer,flipkart,1208735,3.6,22.5,3.0,12.0
278,Associate Professional Product Developer,flipkart,466605,3.0,7.8,1.0,4.0
279,Associate Software Engineer,flipkart,425647,3.0,6.6,0.0,2.0
280,Senior Processing Executive,ernst-&-young,306644,1.0,4.7,0.0,7.0
281,Process Specialist,ernst-&-young,454351,2.0,7.8,0.0,11.0
282,Processing Executive,ernst-&-young,288614,3.3070448732852826,12.01799581492676,0.0,6.0
283,Account Assistant,ernst-&-young,315026,1.4,4.5,0.0,7.0
284,Accountant,ernst-&-young,388772,1.7,5.7,0.0,11.0
285,Team Lead,ernst-&-young,636588,3.2,10.5,4.0,15.0
286,Technology Support Specialist,ernst-&-young,430719,2.4,6.0,1.0,11.0
287,Senior Process Associate,ernst-&-young,330034,1.5,5.5,1.0,7.0
288,Junior Accountant,ernst-&-young,244936,1.2,3.3,0.0,2.0
289,Technical Process Specialist,ernst-&-young,513433,2.5,7.0,1.0,8.0
290,Sales Officer,wns,247296,3.3070448732852826,12.01799581492676,0.0,8.0
291,Senior Officer,wns,365154,1.8,5.3,0.0,8.0
292,Deputy Manager,wns,524216,2.7,9.0,0.0,12.0
293,Sales Manager,wns,592476,1.5,11.0,0.0,12.0
294,Senior Sales Officer,wns,298005,1.2,6.5,0.0,7.0
295,Territory Manager,wns,732003,3.8,10.5,0.0,12.0
296,Relationship Manager,wns,517252,1.9,11.5,0.0,12.0
297,Credit Manager,wns,699830,2.4,12.0,0.0,10.0
298,Territory Sales Manager,wns,761225,3.7,11.2,0.0,11.0
299,Branch Manager,wns,1243276,2.5,26.0,6.0,18.0
300,Deputy Manager,indusind-bank,1617450,6.5,27.0,2.0,10.0
301,Relationship Manager,indusind-bank,276587,3.3070448732852826,12.01799581492676,0.0,9.0
302,Sales Executive,indusind-bank,251828,3.3070448732852826,12.01799581492676,0.0,7.0
303,Service Advisor,indusind-bank,253167,3.3070448732852826,12.01799581492676,0.0,10.0
304,Territory Sales Manager,indusind-bank,2221056,10.0,30.3,2.0,12.0
305,Senior Engineer,indusind-bank,1272956,6.3,18.0,6.0,13.0
306,Technician,indusind-bank,232339,3.3070448732852826,12.01799581492676,0.0,5.0
307,Customer Care Executive,indusind-bank,234328,3.3070448732852826,12.01799581492676,0.0,8.0
308,Territory Service Manager,indusind-bank,1828077,7.2,30.5,2.0,11.0
309,ITI Fitter,indusind-bank,252922,3.3070448732852826,12.01799581492676,0.0,4.0
310,Customer Care Executive,mahindra-&-mahindra,227765,3.3070448732852826,12.01799581492676,0.0,6.0
311,Customer Service Executive,mahindra-&-mahindra,245007,3.3070448732852826,12.01799581492676,0.0,7.0
312,Senior Customer Service Executive,mahindra-&-mahindra,242968,1.0,5.0,0.0,6.0
313,Team Lead,mahindra-&-mahindra,375441,3.3070448732852826,12.01799581492676,0.0,12.0
314,Customer Service Associate,mahindra-&-mahindra,234991,3.3070448732852826,12.01799581492676,0.0,5.0
315,Team Lead Operations,mahindra-&-mahindra,365050,1.5,5.3,2.0,10.0
316,Customer Support Executive,mahindra-&-mahindra,239523,3.3070448732852826,12.01799581492676,0.0,6.0
317,Quality Analyst,mahindra-&-mahindra,312988,1.0,5.1,0.0,8.0
318,Operations Executive,mahindra-&-mahindra,248612,1.0,4.3,0.0,5.0
319,BPO Executive,mahindra-&-mahindra,198077,3.3070448732852826,12.01799581492676,0.0,5.0
320,Sales Executive,dxc-technology,257773,3.3070448732852826,12.01799581492676,0.0,8.0
321,Sales Officer,dxc-technology,256624,3.3070448732852826,12.01799581492676,0.0,9.0
322,Sales Manager,dxc-technology,497046,1.3,9.0,0.0,10.0
323,Collections Manager,dxc-technology,432272,3.3070448732852826,12.01799581492676,0.0,10.0
324,Area Sales Manager,dxc-technology,890157,2.1,15.0,4.0,12.0
325,Assistant Sales Manager,dxc-technology,383763,1.5,5.5,0.0,7.0
326,Credit Manager,dxc-technology,524402,2.0,8.0,1.0,9.0
327,Finance Executive,dxc-technology,235796,3.3070448732852826,12.01799581492676,0.0,7.0
328,Collections Executive,dxc-technology,201007,3.3070448732852826,12.01799581492676,0.0,6.0
329,Assistant Manager Collections,dxc-technology,398052,1.6,6.2,1.0,8.0
330,Senior Process Consultant,infosys-bpm,292937,1.5,4.6,1.0,6.0
331,Customer Relation Officer,infosys-bpm,255176,3.3070448732852826,12.01799581492676,0.0,6.0
332,Process Consultant,infosys-bpm,251227,1.0,4.5,0.0,4.0
333,Process Associate,infosys-bpm,270570,1.2,4.2,0.0,4.0
334,Senior Process Associate,infosys-bpm,292595,1.7,4.5,2.0,5.0
335,Team Lead,infosys-bpm,471896,1.6,8.3,3.0,12.0
336,Senior Associate,infosys-bpm,357598,1.5,6.0,2.0,8.0
337,Senior Claim Processing Executive,infosys-bpm,263696,1.6,3.5,2.0,6.0
338,Team Lead Operations,infosys-bpm,497703,1.4,8.7,5.0,9.0
339,Customer Care Executive,infosys-bpm,239163,3.3070448732852826,12.01799581492676,0.0,5.0
340,Customer Service Executive,idfc-first-bank,323050,3.3070448732852826,12.01799581492676,0.0,6.0
341,Customer Care Executive,idfc-first-bank,304664,3.3070448732852826,12.01799581492676,0.0,6.0
342,Senior Customer Service Executive,idfc-first-bank,359845,3.3070448732852826,12.01799581492676,0.0,7.0
343,Customer Support Executive,idfc-first-bank,308346,1.0,8.0,0.0,6.0
344,Executive Assistant,idfc-first-bank,357470,3.3070448732852826,12.01799581492676,0.0,4.0
345,Team Lead,idfc-first-bank,412326,1.8,7.2,0.0,9.0
346,Quality Analyst,idfc-first-bank,405532,2.0,7.0,0.0,8.0
347,Team Lead Operations,idfc-first-bank,448561,1.6,7.6,2.0,8.0
348,Technical Support Engineer,idfc-first-bank,266742,1.7,4.1,0.0,5.0
349,SME,idfc-first-bank,335298,1.8,6.0,0.0,6.0
350,Customer Care Executive,maruti-suzuki,222357,3.3070448732852826,12.01799581492676,0.0,8.0
351,Operations Executive,maruti-suzuki,256294,3.3070448732852826,12.01799581492676,0.0,8.0
352,Customer Service Executive,maruti-suzuki,247858,3.3070448732852826,12.01799581492676,0.0,7.0
353,Team Lead,maruti-suzuki,393719,3.3070448732852826,12.01799581492676,0.0,12.0
354,Customer Support Executive,maruti-suzuki,255063,3.3070448732852826,12.01799581492676,0.0,7.0
355,Team Lead Operations,maruti-suzuki,412373,3.3070448732852826,12.01799581492676,3.0,12.0
356,Senior Executive Operations,maruti-suzuki,294140,1.1,4.6,0.0,7.0
357,Quality Analyst,maruti-suzuki,342907,1.1,5.2,1.0,9.0
358,Senior Customer Service Executive,maruti-suzuki,267717,1.0,5.4,0.0,6.0
359,Customer Service Associate,maruti-suzuki,232308,3.3070448732852826,12.01799581492676,0.0,5.0
