,Job Profile,Company,AvgSalary,MinSalary,MaxSalary,MinExperience,MaxExperience
3661,Project Manager,icici-securities,1857858,13.0,26.0,2.0,10.0
3662,SME,icici-securities,379024,2.2,6.5,10.0,15.0
3663,Infrastructure Specialist,icici-securities,192539,3.3070448732852826,12.01799581492676,0.0,5.0
3664,Associate Technical Engineer,icici-securities,351098,3.3070448732852826,12.01799581492676,0.0,5.0
3665,Technical Service Specialist,icici-securities,424197,3.0,5.8,10.0,16.0
3666,Service Delivery Manager,icici-securities,218226,1.0,3.5,1.0,6.0
3667,System Management Specialist,icici-securities,237611,1.0,5.0,0.0,5.0
3668,Security Delivery Specialist,icici-securities,239335,3.3070448732852826,12.01799581492676,1.0,11.0
3669,Infrastructure Architect,icici-securities,232838,3.3070448732852826,12.01799581492676,2.0,6.0
3670,Emergency Management Executive,kansai-nerolac-paints,771566,3.0,17.0,1.0,5.0
3671,Emergency Medical Technician,kansai-nerolac-paints,1529045,4.1,29.0,2.0,5.0
3672,Program Manager,kansai-nerolac-paints,1525714,6.3,25.0,1.0,6.0
3673,Emergency Response Officer,kansai-nerolac-paints,1503223,4.1,28.0,1.0,4.0
3674,EMT,kansai-nerolac-paints,455498,3.5,5.5,0.0,13.0
3675,Fleet Executive,kansai-nerolac-paints,961447,5.0,16.0,7.0,22.0
3676,ERO,kansai-nerolac-paints,1480318,5.4,24.3,6.0,18.0
3677,District Manager,kansai-nerolac-paints,1326560,4.5,24.5,4.0,16.0
3678,Veterinary Officer,kansai-nerolac-paints,607237,3.4,11.0,0.0,3.0
3679,Team Lead,kansai-nerolac-paints,2285359,13.0,33.5,4.0,14.0
3680,Operations Executive,myntra,321888,2.0,4.5,9.0,21.0
3681,Territory Sales Manager,myntra,231074,3.3070448732852826,12.01799581492676,4.0,14.0
3682,Sales Executive,myntra,519652,3.2,8.0,1.0,11.0
3683,Team Lead,myntra,138940,3.3070448732852826,12.01799581492676,9.0,18.0
3684,Cluster Head,myntra,215021,3.3070448732852826,12.01799581492676,0.0,10.0
3685,Senior Sales Executive,myntra,354023,2.2,4.6,0.0,12.0
3686,Area Sales Manager,myntra,177582,3.3070448732852826,12.01799581492676,5.0,16.0
3687,Territory Business Manager,myntra,387494,2.4,5.0,0.0,4.0
3688,Territory Manager,myntra,599238,3.3070448732852826,12.01799581492676,0.0,10.0
3689,City Manager,myntra,295316,1.8,4.4,3.0,9.0
3690,Area Sales Executive,shell,295307,1.6,4.6,0.0,6.0
3691,Area Sales Manager,shell,480453,3.0,7.7,2.0,11.0
3692,Sales Officer,shell,309172,1.0,4.8,0.0,3.0
3693,Sales Representative,shell,550753,2.2,8.0,2.0,11.0
3694,Sales Executive,shell,985456,4.3,18.0,0.0,5.0
3695,Associate Officer,shell,322282,2.2,4.3,1.0,10.0
3696,Process Engineer,shell,625585,2.2,15.0,0.0,6.0
3697,Deputy Manager,shell,411995,2.0,6.7,2.0,8.0
3698,Operator,shell,457080,3.0,6.2,5.0,16.0
3699,Quality Engineer,shell,457576,2.9,7.0,3.0,8.0
3700,Production Engineer,force-motors,696360,3.0,9.8,1.0,10.0
3701,Trainee,force-motors,1384159,7.5,20.0,0.0,9.0
3702,Senior Engineer,force-motors,380588,2.2,5.6,1.0,8.0
3703,Machine Operator,force-motors,293760,1.7,4.5,1.0,10.0
3704,Assistant Engineer,force-motors,280575,1.2,5.0,0.0,11.0
3705,Purchase Engineer,force-motors,514828,2.4,7.0,8.0,18.0
3706,Quality Inspector,force-motors,525347,3.0,6.7,2.0,8.0
3707,Design Engineer,force-motors,498660,3.8,6.5,4.0,8.0
3708,Senior Engineer,force-motors,1427025,8.7,19.0,2.0,10.0
3709,Mechanical Engineer,force-motors,294762,3.3070448732852826,12.01799581492676,2.0,11.0
3710,Safety Officer,shahi-exports,325800,1.1,6.0,1.0,5.0
3711,Electrical Engineer,shahi-exports,284603,3.3070448732852826,12.01799581492676,0.0,1.0
3712,Deputy Manager,shahi-exports,171344,3.3070448732852826,12.01799581492676,4.0,16.0
3713,Maintenance Engineer,shahi-exports,773735,4.8,10.2,0.0,10.0
3714,Instrument Engineer,shahi-exports,180247,3.3070448732852826,12.01799581492676,1.0,7.0
3715,Senior Electrical Engineer,shahi-exports,404533,2.8,5.3,1.0,7.0
3716,HR Executive,shahi-exports,387309,1.5,6.0,0.0,3.0
3717,Mechanical Maintenance Engineer,shahi-exports,221826,1.0,3.5,7.0,15.0
3718,Admission Counsellor,shahi-exports,455624,1.8,7.1,0.0,4.0
3719,Academic Counsellor,shahi-exports,204126,1.2,3.4,3.0,9.0
3720,Senior Academic Counsellor,cadila-pharmaceuticals,507326,2.8,7.9,1.0,8.0
3721,Senior Admission Counsellor,cadila-pharmaceuticals,395421,3.3070448732852826,12.01799581492676,1.0,4.0
3722,Business Development Manager,cadila-pharmaceuticals,347888,1.9,5.3,2.0,8.0
3723,Senior Associate,cadila-pharmaceuticals,376894,2.0,6.0,0.0,2.0
3724,Sr. Admission Counselor,cadila-pharmaceuticals,754903,4.0,12.5,4.0,11.0
3725,Relationship Manager,cadila-pharmaceuticals,337472,1.3,5.5,2.0,8.0
3726,Senior Admissions Counselor,cadila-pharmaceuticals,377930,1.9,5.3,2.0,7.0
3727,Program Manager,cadila-pharmaceuticals,492056,2.8,7.0,2.0,10.0
3728,Assistant Processing Officer,cadila-pharmaceuticals,341711,1.7,5.0,8.0,14.0
3729,Processing Officer,cadila-pharmaceuticals,420839,2.8,5.9,1.0,8.0
3730,Senior Process Officer,sterling-&-wilson,616808,3.3070448732852826,12.01799581492676,2.0,10.0
3731,Business Support Officer,sterling-&-wilson,661909,2.0,12.0,5.0,11.0
3732,Data Entry Operator,sterling-&-wilson,845391,4.0,13.0,1.0,7.0
3733,Customer Service Executive,sterling-&-wilson,895609,4.6,16.0,4.0,10.0
3734,APO,sterling-&-wilson,1271980,4.0,20.0,0.0,7.0
3735,Customer Service Officer,sterling-&-wilson,825666,3.8,18.0,0.0,5.0
3736,Deputy Manager,sterling-&-wilson,827961,3.3,13.5,1.0,7.0
3737,Lead Specialist,sterling-&-wilson,406539,2.1,5.5,1.0,7.0
3738,Sales Officer,sterling-&-wilson,971027,4.0,14.0,2.0,7.0
3739,Sales Executive,sterling-&-wilson,1609615,6.9,28.0,1.0,7.0
3740,Area Sales Manager,bt-group,175447,3.3070448732852826,12.01799581492676,2.0,8.0
3741,Senior Sales Officer,bt-group,236702,1.0,3.8,1.0,8.0
3742,Executive Production,bt-group,337021,1.8,5.2,2.0,7.0
3743,Area Sales Executive,bt-group,232034,1.0,3.1,2.0,9.0
3744,Senior Sales Executive,bt-group,178768,3.3070448732852826,12.01799581492676,0.0,6.0
3745,Area Sales Officer,bt-group,210827,3.3070448732852826,12.01799581492676,1.0,10.0
3746,Senior Area Sales Manager,bt-group,189603,3.3070448732852826,12.01799581492676,1.0,12.0
3747,Divisional Sales Manager,bt-group,240891,1.2,3.4,0.0,5.0
3748,Developer Associate,bt-group,732317,4.0,13.0,0.0,6.0
3749,Software Developer,bt-group,343432,2.2,4.8,0.0,6.0
3750,Senior Developer,itc-hotels,618916,3.1,8.0,0.0,5.0
3751,Business Process Consultant,itc-hotels,838093,4.2,11.0,1.0,9.0
3752,Software Engineer,itc-hotels,1374550,6.9,19.9,8.0,17.0
3753,Devops Engineer,itc-hotels,696289,4.4,8.4,1.0,11.0
3754,Quality Specialist,itc-hotels,508450,2.4,10.0,0.0,15.0
3755,Senior Software Engineer,itc-hotels,867151,5.5,10.6,5.0,16.0
3756,SAP Basis Consultant,itc-hotels,972977,6.7,12.0,8.0,16.0
3757,Softwaretest Engineer,itc-hotels,586187,2.5,7.3,5.0,15.0
3758,GIS Engineer,itc-hotels,1797322,14.0,20.7,0.0,10.0
3759,Senior GIS Engineer,itc-hotels,2294025,16.0,28.5,8.0,16.0
3760,Senior Engineer,jcb,1326647,6.2,22.4,7.0,15.0
3761,Project Lead,jcb,1793288,5.6,31.0,2.0,11.0
3762,Assistant GIS Engineer,jcb,2621379,11.0,38.3,11.0,22.0
3763,Software Engineer,jcb,2293485,9.0,34.0,13.0,22.0
3764,Junior GIS Engineer,jcb,1401718,1.8,31.0,0.0,5.0
3765,Assistant Engineer,jcb,1369317,3.5,24.0,2.0,9.0
3766,Assistant Project Manager,jcb,1838234,9.0,28.0,6.0,13.0
3767,Devops Engineer,jcb,2334421,9.0,46.0,5.0,15.0
3768,Relationship Manager,jcb,1173587,3.8,19.0,1.0,9.0
3769,Sales Manager,jcb,535958,2.0,10.6,3.0,8.0
3770,Agency Development Manager,3i-infotech,301726,1.2,5.5,4.0,9.0
3771,Senior Relationship Manager,3i-infotech,403518,1.2,6.1,6.0,12.0
3772,Territory Manager,3i-infotech,445365,2.7,8.8,2.0,8.0
3773,Branch Manager,3i-infotech,677910,3.9,8.5,1.0,5.0
3774,Senior Sales Manager,3i-infotech,263528,1.6,3.6,0.0,7.0
3775,Relationship Officer,3i-infotech,407390,2.2,6.5,2.0,9.0
3776,Customer Service Executive,3i-infotech,233477,1.0,4.4,3.0,8.0
3777,Deputy Manager,3i-infotech,269243,1.4,3.6,6.0,15.0
3778,Senior Software Engineer,3i-infotech,789036,4.4,10.0,1.0,5.0
3779,Software Engineer,3i-infotech,288757,2.1,5.5,0.0,4.0
3780,Analyst,endurance-technologies,278738,1.5,4.5,0.0,4.0
3781,System Analyst,endurance-technologies,323141,1.6,5.5,0.0,5.0
3782,Technical Lead,endurance-technologies,396763,1.8,6.2,9.0,14.0
3783,Senior Analyst,endurance-technologies,344253,2.0,5.0,1.0,4.0
3784,Module Lead,endurance-technologies,493022,3.4,6.3,0.0,6.0
3785,Software QA Engineer,endurance-technologies,876879,5.5,11.5,1.0,7.0
3786,QA Analyst,endurance-technologies,371549,2.3,6.0,0.0,8.0
3787,Software Developer,endurance-technologies,252818,2.0,3.3,0.0,8.0
3788,Junior Engineer,endurance-technologies,257396,1.7,3.4,3.0,13.0
3789,Officer,endurance-technologies,757681,4.5,10.0,8.0,14.0
3790,Production Officer,bharti-axa-life-insurance,1183992,2.3,26.4,2.0,10.0
3791,Production Engineer,bharti-axa-life-insurance,630809,1.5,15.0,0.0,5.0
3792,Purchase Officer,bharti-axa-life-insurance,1665743,5.7,30.0,1.0,6.0
3793,Assistant General Manager,bharti-axa-life-insurance,1779325,6.5,27.3,1.0,9.0
3794,Marketing Manager,bharti-axa-life-insurance,2447596,8.6,35.0,1.0,8.0
3795,Production Manager,bharti-axa-life-insurance,2161768,8.0,32.0,0.0,6.0
3796,Service Engineer,bharti-axa-life-insurance,1828854,6.0,28.7,5.0,10.0
3797,Relationship Officer,bharti-axa-life-insurance,463578,1.7,9.5,4.0,9.0
3798,Sales Officer,bharti-axa-life-insurance,1446706,6.2,22.1,7.0,14.0
3799,Senior Relationship Officer,bharti-axa-life-insurance,706492,3.0,16.0,6.0,11.0
3800,Senior Sales Officer,blinkit,358451,1.5,6.6,5.0,10.0
3801,Cluster Business Manager,blinkit,516230,2.4,8.2,1.0,6.0
3802,Relationship Manager,blinkit,536578,3.0,7.5,5.0,8.0
3803,Executive Relationship Officer,blinkit,431299,2.0,7.2,1.0,5.0
3804,Area Sales Manager,blinkit,510699,3.1,7.2,0.0,10.0
3805,Sales Manager,blinkit,2678239,14.5,36.1,1.0,12.0
3806,Team Lead,blinkit,292611,1.5,4.4,5.0,9.0
3807,Business Development Associate,blinkit,1078520,6.0,16.0,1.0,10.0
3808,Full Stack Developer,blinkit,1129360,6.2,16.9,3.0,12.0
3809,Test Engineer,blinkit,401152,2.2,6.1,16.0,24.0
3810,Software Developer,taurus-bpo-services,306244,2.0,4.0,0.0,1.0
3811,Softwaretest Engineer,taurus-bpo-services,295366,2.0,4.0,7.0,16.0
3812,Business Development Executive,taurus-bpo-services,375806,2.7,4.8,11.0,17.0
3813,Android Developer,taurus-bpo-services,362052,2.8,4.3,1.0,8.0
3814,Web Developer & Designer,taurus-bpo-services,676755,4.5,9.5,0.0,11.0
3815,Sales Executive,taurus-bpo-services,327791,2.4,4.2,0.0,7.0
3816,Business Relation Executive,taurus-bpo-services,458700,3.5,6.0,1.0,10.0
3817,Relationship Manager,taurus-bpo-services,958055,7.0,12.0,1.0,7.0
3818,Equity Advisor,taurus-bpo-services,436428,2.4,6.5,4.0,15.0
3819,Financial Advisor,taurus-bpo-services,456836,3.5,6.0,1.0,7.0
3820,Area Manager,delphi-tvs,431167,3.6,4.8,2.0,8.0
3821,Business Development Executive,delphi-tvs,269000,2.0,3.8,9.0,18.0
3822,Sales Executive,delphi-tvs,198000,1.0,3.0,3.0,10.0
3823,Equity Dealer,delphi-tvs,270000,1.0,4.5,2.0,9.0
3824,Senior Relationship Manager,delphi-tvs,330000,1.7,4.6,0.0,5.0
3825,Sales Manager,delphi-tvs,348750,1.5,5.0,1.0,3.0
3826,Territory Manager,delphi-tvs,265000,2.0,3.6,0.0,3.0
3827,Software Engineer,delphi-tvs,156250,3.3070448732852826,12.01799581492676,0.0,2.0
3828,Senior Software Engineer,delphi-tvs,334072,1.2,6.0,0.0,3.0
3829,Network Engineer,delphi-tvs,296601,1.2,5.5,0.0,5.0
3830,Technical Consulting Engineer,lodha-group,282857,1.5,4.6,0.0,2.0
3831,Network Consulting Engineer,lodha-group,560583,3.4,8.4,0.0,3.0
3832,Software Engineer III,lodha-group,254695,1.5,3.2,0.0,1.0
3833,Technical Lead,lodha-group,259214,1.1,3.4,5.0,8.0
3834,Software Developer,lodha-group,252733,1.0,4.2,0.0,9.0
3835,Project Manager,lodha-group,341853,2.2,4.6,0.0,4.0
3836,Business Analyst,lodha-group,570797,3.2,7.9,0.0,4.0
3837,Junior Engineer,lodha-group,484043,2.6,6.5,0.0,8.0
3838,Executive Engineer,lodha-group,2150660,1.0,41.0,0.0,3.0
3839,Assistant Engineer,lodha-group,2862442,5.6,48.8,0.0,5.0
3840,Junior Executive,brakes-india,761399,1.8,23.0,0.0,5.0
3841,Junior Mechanical Engineer,brakes-india,1886832,5.0,32.0,2.0,6.0
3842,Junior Engineer Electrical,brakes-india,2037984,8.0,34.0,5.0,10.0
3843,Diploma Trainee Engineer,brakes-india,2630407,12.0,38.0,0.0,10.0
3844,EOT Crane Operator,brakes-india,3939772,12.0,60.0,0.0,13.0
3845,Technician,brakes-india,1298996,3.5,45.0,4.0,16.0
3846,Supervisor,brakes-india,1682669,5.0,30.0,0.0,7.0
3847,Senior Business Development Executive,brakes-india,1088804,3.2,23.0,0.0,14.0
3848,Business Development Executive,brakes-india,402921,2.0,6.0,3.0,12.0
3849,Sr. BDE,brakes-india,675779,4.1,9.6,4.0,11.0
3850,Educator,bharat-petroleum,502621,2.9,6.8,9.0,18.0
3851,Sales Manager,bharat-petroleum,469097,2.5,7.2,0.0,7.0
3852,Category Manager,bharat-petroleum,346454,2.4,4.2,4.0,15.0
3853,Senior Business Development Associate,bharat-petroleum,345423,2.2,4.5,0.0,12.0
3854,Quality Analyst,bharat-petroleum,249004,2.0,3.0,0.0,10.0
3855,Senior Quality Analyst,bharat-petroleum,338332,2.0,4.4,3.0,15.0
3856,Business Development Manager,bharat-petroleum,285234,1.8,4.2,4.0,12.0
3857,Customer Relation Executive,bharat-petroleum,269282,1.5,3.8,2.0,12.0
3858,Sales Manager,bharat-petroleum,631830,4.0,8.5,1.0,5.0
3859,Operations Executive,bharat-petroleum,459910,1.2,8.4,1.0,4.0
3860,Customer Relationship Executive,future-generali-india-life-insurance,612152,4.0,7.5,0.0,1.0
3861,Credit Manager,future-generali-india-life-insurance,798616,1.0,36.0,5.0,13.0
3862,Sales Executive,future-generali-india-life-insurance,1141436,4.6,15.2,1.0,11.0
3863,Relationship Manager,future-generali-india-life-insurance,1438243,6.1,23.0,0.0,6.0
3864,Team Lead,future-generali-india-life-insurance,637469,4.8,7.5,0.0,8.0
3865,Collections Manager,future-generali-india-life-insurance,566800,3.3,7.0,0.0,5.0
3866,Sales Officer,future-generali-india-life-insurance,612695,4.4,7.3,1.0,7.0
3867,Assistant Vice President,future-generali-india-life-insurance,987550,4.0,15.5,1.0,8.0
3868,Officer,future-generali-india-life-insurance,260833,3.3070448732852826,12.01799581492676,3.0,11.0
3869,Senior Analyst,future-generali-india-life-insurance,654677,2.8,12.0,1.0,9.0
3870,Associate Vice President,jk-tyres,270600,1.5,4.1,1.0,6.0
3871,Analyst,jk-tyres,243315,1.0,3.2,3.0,8.0
3872,AVP,jk-tyres,721160,4.0,12.0,3.0,10.0
3873,Senior Software Engineer,jk-tyres,240948,1.0,4.0,2.0,6.0
3874,Business Analyst,jk-tyres,762632,2.7,19.0,2.0,6.0
3875,Team Lead,jk-tyres,324860,1.8,4.5,3.0,12.0
3876,Fund Accounting Specialist,jk-tyres,525810,2.5,9.5,3.0,8.0
3877,Territory Manager,jk-tyres,271690,1.4,4.5,1.0,7.0
3878,Research Scientist,jk-tyres,3123782,17.0,42.2,1.0,10.0
3879,Junior Executive,jk-tyres,1884320,2.5,34.5,1.0,7.0
3880,Key Account Manager,zs,895064,3.4,19.0,1.0,9.0
3881,Senior Officer,zs,3192876,19.4,41.0,1.0,8.0
3882,Medical Representative,zs,809003,3.0,22.0,5.0,11.0
3883,Senior Research Associate,zs,3154245,18.0,42.0,1.0,10.0
3884,Zonal Sales Manager,zs,2175652,12.0,29.5,7.0,18.0
3885,Regional Manager,zs,1766150,4.5,28.3,3.0,12.0
3886,Officer,zs,921027,5.3,24.0,2.0,9.0
3887,Project Engineer,zs,567891,3.9,7.1,9.0,16.0
3888,Senior Engineer,zs,355056,1.4,5.1,1.0,8.0
3889,L2 Engineer,zs,1085299,4.9,15.6,9.0,17.0
3890,Architect,sobha,538151,2.4,9.0,4.0,10.0
3891,Quantity Surveyor,sobha,529694,2.8,8.0,4.0,12.0
3892,Civil Engineer,sobha,315572,2.0,5.2,5.0,11.0
3893,Associate Director,sobha,365990,1.8,5.1,0.0,6.0
3894,Project Coordinator,sobha,540723,3.0,7.1,0.0,10.0
3895,Engineer 1,sobha,1244006,7.6,17.1,8.0,16.0
3896,Engineer III,sobha,795279,3.5,10.1,4.0,12.0
3897,Relationship Manager,sobha,314095,1.2,5.6,5.0,10.0
3898,Territory Sales Manager,sobha,1281562,5.3,20.0,1.0,5.0
3899,Sales Executive,sobha,1610973,7.0,24.5,0.0,8.0
3900,Key Account Manager,syngene-international,657795,3.5,8.5,2.0,8.0
3901,Unit Head,syngene-international,812509,4.4,13.2,11.0,24.0
3902,Senior Sales Executive,syngene-international,572005,2.4,10.0,12.0,16.0
3903,Field Relationship Manager,syngene-international,590670,3.0,12.0,1.0,7.0
3904,Client Advisor,syngene-international,3586302,21.0,48.0,7.0,13.0
3905,Senior Territory Sales Manager,syngene-international,609515,3.4,9.0,7.0,14.0
3906,Area Sales Manager,syngene-international,531713,3.0,6.9,2.0,8.0
3907,Assistant General Manager,syngene-international,897089,5.9,13.0,2.0,7.0
3908,Sales Executive,syngene-international,413506,1.8,6.1,1.0,9.0
3909,Senior Sales Executive,syngene-international,765043,4.5,9.7,1.0,10.0
3910,Branch Head,fujitsu,403148,3.3070448732852826,12.01799581492676,16.0,28.0
3911,Deputy General Manager,fujitsu,467325,2.6,5.9,3.0,9.0
3912,Sales Manager,fujitsu,457136,2.8,7.0,0.0,5.0
3913,Credit Manager,fujitsu,456037,2.2,6.8,6.0,10.0
3914,Service Operations Manager,fujitsu,396571,2.9,5.5,0.0,8.0
3915,Back Office Executive,fujitsu,681062,3.7,9.2,0.0,7.0
3916,Business Development Executive,fujitsu,886806,6.0,11.0,0.0,6.0
3917,Relationship Manager,fujitsu,1169214,7.5,15.0,1.0,6.0
3918,Brach Operation Manager,fujitsu,2365613,10.0,32.0,1.0,7.0
3919,Relationship Officer,fujitsu,237862,1.0,4.3,0.0,4.0
3920,Branch Manager,tata-motors-finance,252038,1.6,3.6,1.0,7.0
3921,Divisional Manager,tata-motors-finance,2080392,8.9,30.0,1.0,7.0
3922,Deputy Manager,tata-motors-finance,2912860,12.5,45.0,2.0,6.0
3923,Deputy Relationship Manager,tata-motors-finance,303828,1.5,5.6,4.0,9.0
3924,Senior Officer,tata-motors-finance,1707002,8.5,21.0,10.0,19.0
3925,Unit Manager,tata-motors-finance,1291471,5.5,20.9,0.0,6.0
3926,Senior Relationship Officer,tata-motors-finance,255265,1.2,4.5,2.0,8.0
3927,Process Leader,tata-motors-finance,261429,1.5,3.3,11.0,20.0
3928,Analyst,tata-motors-finance,391572,1.5,6.8,14.0,21.0
3929,Senior Analyst,tata-motors-finance,374982,1.6,7.2,1.0,9.0
3930,SME,coromandel-international,265560,1.2,4.2,7.0,17.0
3931,Financial Analyst,coromandel-international,509625,1.5,14.8,3.0,15.0
3932,Operations Specialist,coromandel-international,776491,4.1,11.5,0.0,9.0
3933,Process Associate,coromandel-international,368155,1.9,5.8,1.0,7.0
3934,Process Specialist,coromandel-international,359870,2.5,4.9,0.0,10.0
3935,Team Lead,coromandel-international,287438,1.7,4.5,0.0,11.0
3936,Senior Specialist,coromandel-international,502744,2.7,7.7,0.0,7.0
3937,Associate 3,coromandel-international,311335,2.1,4.2,0.0,15.0
3938,Associate 4,coromandel-international,805175,3.8,13.0,5.0,18.0
3939,Associate2,coromandel-international,395586,1.8,6.1,1.0,10.0
3940,Associate 5,aavas-financiers,426739,2.0,9.0,2.0,10.0
3941,Research Associate,aavas-financiers,606081,2.2,8.4,1.0,6.0
3942,Chemist,aavas-financiers,324946,2.0,4.6,2.0,12.0
3943,Production Chemist,aavas-financiers,396235,2.1,6.1,3.0,7.0
3944,Associate L2,aavas-financiers,311479,1.8,5.0,3.0,12.0
3945,Trainee,aavas-financiers,412600,2.0,6.2,0.0,6.0
3946,Executive 4,aavas-financiers,630026,4.0,11.5,0.0,5.0
3947,Associate Analyst,aavas-financiers,545790,3.5,12.0,3.0,11.0
3948,Financial Analyst,aavas-financiers,347307,2.5,4.7,0.0,4.0
3949,Analyst,aavas-financiers,430882,2.7,5.6,2.0,7.0
3950,Associate Financial Analyst,café-coffee-day,286045,1.8,3.9,0.0,3.0
3951,Senior Analyst,café-coffee-day,525877,3.5,6.5,2.0,7.0
3952,Risk Analyst,café-coffee-day,304794,1.8,4.7,4.0,9.0
3953,Processing Executive,café-coffee-day,308743,2.0,4.2,4.0,9.0
3954,Junior Analyst,café-coffee-day,307299,1.8,4.8,2.0,7.0
3955,Business Analyst,café-coffee-day,250580,1.8,3.1,3.0,9.0
3956,Team Lead,café-coffee-day,205886,1.4,2.6,1.0,5.0
3957,Credit Manager,café-coffee-day,724340,4.5,9.6,6.0,10.0
3958,Chief Manager,café-coffee-day,556929,3.3070448732852826,12.01799581492676,1.0,5.0
3959,Senior Relationship Manager,café-coffee-day,582431,1.2,14.0,2.0,6.0
3960,Branch Manager,mahindra-rural-housing-finance,647754,3.3,10.5,1.0,7.0
3961,Credit Officer,mahindra-rural-housing-finance,553872,2.0,9.5,1.0,3.0
3962,Banking Officer,mahindra-rural-housing-finance,1206309,5.0,17.0,0.0,1.0
3963,Officer,mahindra-rural-housing-finance,869533,5.0,15.0,6.0,14.0
3964,Branch Relationship Executive,mahindra-rural-housing-finance,385089,3.0,5.5,0.0,5.0
3965,Business Associate,mahindra-rural-housing-finance,496426,3.0,7.5,0.0,7.0
3966,Branch Head,mahindra-rural-housing-finance,665848,4.0,12.0,1.0,8.0
3967,Graduate Apprentice Trainee,mahindra-rural-housing-finance,1035612,7.5,14.0,1.0,3.0
3968,Trainee,mahindra-rural-housing-finance,1479560,7.0,21.0,7.0,10.0
3969,Graduate Apprenticeship Trainee,mahindra-rural-housing-finance,2643827,1.4,39.0,1.0,7.0
3970,Deputy Manager,msn-laboratories,923686,4.4,16.0,1.0,6.0
3971,Apprentice Trainee,msn-laboratories,1401165,6.3,20.0,1.0,3.0
3972,Design Engineer,msn-laboratories,1140277,2.5,15.0,1.0,7.0
3973,Apprenticeship Trainee,msn-laboratories,883652,3.3070448732852826,12.01799581492676,3.0,10.0
3974,Technician,msn-laboratories,1034089,2.9,13.2,2.0,12.0
3975,Graduate Trainee,msn-laboratories,213416,1.1,3.3,10.0,16.0
3976,Senior Academic Counsellor,msn-laboratories,596446,3.0,8.5,5.0,12.0
3977,Academic Counsellor,msn-laboratories,1396918,6.0,20.0,6.0,13.0
3978,Business Development Executive,msn-laboratories,178128,3.3070448732852826,12.01799581492676,3.0,10.0
3979,Team Lead,msn-laboratories,160361,3.3070448732852826,12.01799581492676,0.0,13.0
3980,Senior Business Development Executive,thomson-reuters,156752,3.3070448732852826,12.01799581492676,4.0,10.0
3981,Business Development Manager,thomson-reuters,118964,3.3070448732852826,12.01799581492676,0.0,5.0
3982,SME,thomson-reuters,1426136,7.0,19.0,2.0,7.0
3983,Student Account Manager,thomson-reuters,116227,3.3070448732852826,12.01799581492676,5.0,12.0
3984,Operations Executive,thomson-reuters,295228,3.3070448732852826,12.01799581492676,0.0,1.0
3985,Business Development Associate,thomson-reuters,127261,3.3070448732852826,12.01799581492676,0.0,2.0
3986,Sales Executive,thomson-reuters,247079,3.3070448732852826,12.01799581492676,0.0,2.0
3987,Collection Officer,thomson-reuters,166317,3.3070448732852826,12.01799581492676,0.0,2.0
3988,Sales Officer,thomson-reuters,542004,2.8,7.8,5.0,11.0
3989,Area Sales Manager,thomson-reuters,434969,2.0,7.0,0.0,1.0
3990,Sales Manager,tata-elxsi,435023,2.4,7.5,0.0,3.0
3991,Relationship Manager,tata-elxsi,711269,3.6,11.0,0.0,1.0
3992,Customer Care Officer,tata-elxsi,597107,3.8,8.0,1.0,5.0
3993,Collections Manager,tata-elxsi,864939,4.0,14.0,0.0,1.0
3994,Senior Sales Officer,tata-elxsi,516068,2.4,10.0,0.0,8.0
3995,Senior Officer,tata-elxsi,350661,2.5,4.5,0.0,6.0
3996,Assistant Vice President,tata-elxsi,368782,2.4,5.0,0.0,4.0
3997,Officer,tata-elxsi,466457,3.0,7.0,2.0,10.0
3998,Associate Vice President,tata-elxsi,258622,1.2,3.9,2.0,4.0
3999,Citi Phone Officer,tata-elxsi,247266,1.8,4.2,3.0,7.0
4000,AVP,gabriel-india,272235,1.5,4.0,1.0,4.0
4001,Relationship Manager,gabriel-india,504655,2.5,10.3,0.0,4.0
4002,Senior Analyst,gabriel-india,428477,1.8,7.5,1.0,4.0
4003,Senior Vice President,gabriel-india,311823,1.8,4.5,1.0,3.0
4004,Senior Associate,gabriel-india,256109,2.0,3.1,1.0,6.0
4005,Senior Engineer,gabriel-india,404288,2.2,6.6,0.0,5.0
4006,Structural Engineer,gabriel-india,263339,1.8,3.2,0.0,6.0
4007,Highway Engineer,gabriel-india,290319,2.0,4.2,4.0,16.0
4008,Deputy Manager,gabriel-india,3126866,16.0,40.5,2.0,10.0
4009,Mechanical Engineer,gabriel-india,1720428,2.1,30.5,0.0,8.0
4010,Civil Engineer,movate,3205903,20.0,40.5,0.0,3.0
4011,Store Executive,movate,409628,2.4,5.4,3.0,11.0
4012,Civil Site Engineer,movate,3236343,17.0,42.0,1.0,5.0
4013,Junior Engineer,movate,4038590,25.5,55.0,2.0,10.0
4014,Executive Accountant,movate,1396780,4.2,30.0,6.0,19.0
4015,Senior Software Engineer,movate,1175681,3.1,23.4,3.0,12.0
4016,Software Engineer,movate,7591845,3.3070448732852826,12.01799581492676,10.0,17.0
4017,Softwaretest Engineer,movate,606707,3.9,8.5,0.0,6.0
4018,Technical Lead,movate,612434,3.0,8.7,8.0,16.0
4019,Senior Test Engineer,movate,440739,2.3,6.3,11.0,16.0
4020,Software Developer,bureau-veritas,354985,2.1,5.4,5.0,12.0
4021,Test Engineer,bureau-veritas,1005150,5.2,14.0,3.0,6.0
4022,Associate Software Engineer,bureau-veritas,311032,1.8,5.7,12.0,22.0
